id,data_criacao,tipo_chamado,dias_problema,risco_vida_humana,risco_vida_animal,bloqueio_via,urgencia
BCS-00131333,2025-12-20 17:24:35.842577+00:00,Luz Queimada Poste,115,Sim,Sim,Sim,URGENTE
BCS-00131412,2025-12-21 09:44:53.989623+00:00,Luz Queimada Poste,114,Não,Sim,Sim,URGENTE
BCS-00131677,2025-12-22 10:20:06.629230+00:00,Luz Queimada Poste,113,Sim,Sim,Não,URGENTE
BCS-00132297,2025-12-23 16:17:48.576000+00:00,Luz Queimada Poste,112,Não,Sim,Sim,URGENTE
BCS-00130837,2025-12-19 12:25:38.288000+00:00,Luz Queimada Poste,116,Sim,Sim,Não,URGENTE
BCS-00128633,2025-12-13 16:27:04.162396+00:00,Luz Queimada Poste,122,Não,Sim,Não,ALTA
BCS-00129488,2025-12-16 11:47:35.061734+00:00,Luz Queimada Poste,119,Não,Não,Não,ALTA
BCS-00129695,2025-12-16 19:00:34.198028+00:00,Luz Queimada Poste,119,Não,Não,Sim,URGENTE
BCS-00129821,2025-12-17 10:45:13.328572+00:00,Luz Queimada Poste,118,Sim,Sim,Sim,URGENTE
BCS-00127599,2025-12-10 17:26:52.364879+00:00,Luz Queimada Poste,125,Não,Não,Não,MEDIA
BCS-00127647,2025-12-10 22:41:51.791280+00:00,Luz Queimada Poste,125,Sim,Não,Sim,URGENTE
BCS-00126199,2025-12-07 18:50:15.613009+00:00,Luz Queimada Poste,128,Não,Não,Sim,URGENTE
BCS-00126231,2025-12-07 22:58:05.164667+00:00,Luz Queimada Poste,128,Não,Não,Sim,URGENTE
BCS-00126004,2025-12-06 16:41:14.605683+00:00,Luz Queimada Poste,129,Sim,Sim,Não,URGENTE
BCS-00126032,2025-12-06 19:33:41.078935+00:00,Luz Queimada Poste,129,Sim,Não,Não,URGENTE
BCS-00123423,2025-11-30 14:35:39.280147+00:00,Luz Queimada Poste,135,Sim,Sim,Não,URGENTE
BCS-00125879,2025-12-05 21:00:14.369964+00:00,Luz Queimada Poste,130,Não,Não,Sim,URGENTE
BCS-00121557,2025-11-24 16:29:32.684000+00:00,Luz Queimada Poste,141,Sim,Não,Não,URGENTE
BCS-00121644,2025-11-25 07:20:55.501308+00:00,Luz Queimada Poste,140,Sim,Sim,Sim,URGENTE
BCS-00121900,2025-11-25 13:24:26.719457+00:00,Luz Queimada Poste,140,Não,Não,Não,MEDIA
BCS-00123124,2025-11-28 18:26:13.465876+00:00,Luz Queimada Poste,137,Não,Sim,Sim,URGENTE
BCS-00123134,2025-11-28 19:09:43.588858+00:00,Luz Queimada Poste,137,Não,Não,Não,ALTA
BCS-00123273,2025-11-29 17:13:46.571679+00:00,Luz Queimada Poste,136,Sim,Sim,Sim,URGENTE
BCS-00120115,2025-11-20 17:45:57.778324+00:00,Luz Queimada Poste,145,Não,Sim,Sim,URGENTE
BCS-00120175,2025-11-21 05:55:29.785159+00:00,Luz Queimada Poste,144,Sim,Sim,Sim,URGENTE
BCS-00120851,2025-11-22 18:13:39.943158+00:00,Luz Queimada Poste,143,Sim,Não,Não,URGENTE
BCS-00120857,2025-11-22 18:35:24.517396+00:00,Luz Queimada Poste,143,Não,Não,Não,MEDIA
BCS-00120858,2025-11-22 18:39:51.396370+00:00,Luz Queimada Poste,143,Não,Não,Sim,URGENTE
BCS-00118971,2025-11-18 13:21:03.630000+00:00,Outros Problemas com Postes,147,Não,Não,Não,MEDIA
BCS-00119470,2025-11-19 13:39:03.115384+00:00,Luz Queimada Poste,146,Não,Sim,Não,ALTA
BCS-00115417,2025-11-11 10:21:23.189656+00:00,Luz Queimada Poste,154,Não,Sim,Sim,URGENTE
BCS-00117799,2025-11-15 17:57:59.652000+00:00,Luz Queimada Poste,150,Não,Não,Sim,URGENTE
BCS-00115192,2025-11-10 22:52:41.188370+00:00,Luz Queimada Poste,155,Não,Sim,Não,ALTA
BCS-00110341,2025-10-31 20:23:31.445136+00:00,Luz Queimada Poste,165,Não,Sim,Não,ALTA
BCS-00110468,2025-11-01 10:01:17.159149+00:00,Luz Queimada Poste,164,Não,Não,Sim,URGENTE
BCS-00112797,2025-11-05 14:56:51.694960+00:00,Luz Queimada Poste,160,Sim,Não,Sim,URGENTE
BCS-00112933,2025-11-05 18:08:11.713065+00:00,Luz Queimada Poste,160,Sim,Não,Sim,URGENTE
BCS-00113454,2025-11-06 16:21:14.136746+00:00,Luz Queimada Poste,159,Sim,Sim,Sim,URGENTE
BCS-00113524,2025-11-06 21:34:33.542828+00:00,Luz Queimada Poste,159,Sim,Não,Não,URGENTE
BCS-00113528,2025-11-06 22:10:56.778350+00:00,Luz Queimada Poste,159,Não,Não,Sim,URGENTE
BCS-00114253,2025-11-08 17:28:09.833884+00:00,Luz Queimada Poste,157,Sim,Não,Sim,URGENTE
BCS-00109226,2025-10-29 22:23:05.312388+00:00,Luz Queimada Poste,167,Não,Não,Sim,URGENTE
BCS-00109227,2025-10-29 22:26:45.410111+00:00,Luz Queimada Poste,167,Não,Sim,Sim,URGENTE
BCS-00110317,2025-10-31 18:34:20.013000+00:00,Luz Queimada Poste,165,Sim,Sim,Sim,URGENTE
BCS-00106458,2025-10-23 18:52:16.085000+00:00,Outros Problemas com Postes,173,Não,Não,Sim,URGENTE
BCS-00107909,2025-10-27 18:51:57.394613+00:00,Luz Queimada Poste,169,Sim,Não,Sim,URGENTE
BCS-00108004,2025-10-28 08:28:14.948048+00:00,Luz Queimada Poste,168,Não,Sim,Não,URGENTE
BCS-00108667,2025-10-28 20:27:49.410039+00:00,Luz Queimada Poste,168,Sim,Sim,Sim,URGENTE
BCS-00172171,2026-03-06 14:44:46.661000+00:00,Outros Problemas com Postes,39,Sim,Sim,Não,URGENTE
BCS-00172340,2026-03-06 19:49:16.858000+00:00,Luz Queimada Poste,39,Sim,Sim,Não,URGENTE
BCS-00117646,2025-11-14 22:01:09.974208+00:00,Luz Queimada Poste,151,Não,Não,Sim,URGENTE
BCS-00117644,2025-11-14 21:23:36.394981+00:00,Luz Queimada Poste,151,Não,Sim,Sim,URGENTE
BCS-00144351,2026-01-22 22:01:17.546983+00:00,Luz Queimada Poste,82,Não,Não,Sim,URGENTE
BCS-00186956,2026-04-06 13:14:48.611000+00:00,Problema com Animal Doméstico,8,Sim,Sim,Não,ALTA
BCS-00129681,2025-12-16 18:03:09.281427+00:00,Luz Queimada Poste,119,Não,Não,Não,MEDIA
BCS-00187512,2026-04-07 12:25:51.535000+00:00,Remoção de Árvore ou Tocos,7,Não,Não,Sim,MEDIA
BCS-00174905,2026-03-12 11:13:07.522000+00:00,Remoção de Árvore ou Tocos,33,Sim,Não,Sim,URGENTE
BCS-00189568,2026-04-11 08:38:17.814000+00:00,Solicitação de Plantio,3,Não,Não,Não,BAIXA
BCS-00189569,2026-04-11 08:40:45.345000+00:00,Solicitação de Plantio,3,Não,Não,Não,BAIXA
BCS-00184183,2026-03-31 13:34:36.972000+00:00,Outros Problemas com Postes,14,Sim,Não,Não,URGENTE
BCS-00189586,2026-04-11 09:43:25.742000+00:00,Solicitação de Plantio,3,Não,Não,Não,BAIXA
BCS-00189607,2026-04-11 10:48:10.028165+00:00,Poste caido,3,Sim,Sim,Não,URGENTE
BCS-00189654,2026-04-11 12:42:26.607708+00:00,Luz Queimada Poste,3,Não,Não,Sim,MEDIA
BCS-00188454,2026-04-09 09:10:24.903000+00:00,Lixo e Detritos,5,Sim,Sim,Não,ALTA
BCS-00188688,2026-04-09 13:12:33.917347+00:00,Árvore ou Galhos Caídos,5,Sim,Sim,Não,ALTA
BCS-00186856,2026-04-06 11:53:43.939000+00:00,Solicitação de Plantio,8,Não,Não,Não,BAIXA
BCS-00186863,2026-04-06 11:58:24.656000+00:00,Solicitação de Plantio,8,Não,Não,Não,BAIXA
BCS-00112360,2025-11-04 22:02:57.376623+00:00,Luz Queimada Poste,161,Não,Sim,Sim,URGENTE
BCS-00130130,2025-12-17 23:11:00.196726+00:00,Luz Queimada Poste,118,Sim,Não,Sim,URGENTE
BCS-00109805,2025-10-31 00:58:06.370829+00:00,Luz Queimada Poste,166,Não,Sim,Não,MEDIA
BCS-00187452,2026-04-07 11:15:19.675000+00:00,Poste caido,7,Não,Sim,Sim,URGENTE
BCS-00187547,2026-04-07 13:05:01.504000+00:00,Solicitação de Poda,7,Sim,Não,Não,ALTA
BCS-00173521,2026-03-10 10:04:54.220000+00:00,Luz Queimada Poste,35,Sim,Sim,Sim,URGENTE
BCS-00189262,2026-04-10 14:17:31.696000+00:00,Solicitação de Plantio,4,Não,Não,Não,BAIXA
BCS-00183908,2026-03-31 08:51:08.377767+00:00,Equipamento Quebrado no Parque/Praça,14,Sim,Não,Não,ALTA
BCS-00188379,2026-04-08 21:26:39.104000+00:00,Problema com Animal Doméstico,6,Sim,Sim,Sim,URGENTE
BCS-00111634,2025-11-03 20:21:39.681354+00:00,Luz Queimada Poste,162,Não,Não,Sim,URGENTE
BCS-00189296,2026-04-10 15:01:20.513000+00:00,Equipamento Quebrado no Parque/Praça,4,Não,Não,Não,MEDIA
BCS-00189303,2026-04-10 15:10:07.096307+00:00,Equipamento Quebrado no Parque/Praça,4,Não,Não,Não,BAIXA
BCS-00189316,2026-04-10 15:20:40.030593+00:00,Equipamento Quebrado no Parque/Praça,4,Não,Sim,Não,MEDIA
BCS-00189342,2026-04-10 15:41:22.592614+00:00,Luz Queimada Poste,4,Sim,Não,Não,ALTA
BCS-00189402,2026-04-10 16:35:15.820323+00:00,Lixo e Detritos,4,Não,Sim,Sim,ALTA
BCS-00186434,2026-04-04 19:32:40.408000+00:00,Problema com Animal Doméstico,10,Não,Sim,Não,MEDIA
BCS-00188332,2026-04-08 17:57:16.663000+00:00,Problema com Animal Doméstico,6,Sim,Sim,Sim,URGENTE
BCS-00189478,2026-04-10 19:47:22.802000+00:00,Outros Problemas com Postes,4,Não,Sim,Não,MEDIA
BCS-00189482,2026-04-10 19:58:17.051175+00:00,Luz Queimada,4,Sim,Não,Não,MEDIA
BCS-00189489,2026-04-10 20:24:28.797354+00:00,Luz Queimada Poste,4,Não,Não,Não,MEDIA
BCS-00189496,2026-04-10 20:38:35.950316+00:00,Luz Queimada Poste,4,Não,Não,Sim,ALTA
BCS-00189501,2026-04-10 20:56:48.889061+00:00,Luz Queimada Poste,4,Sim,Não,Sim,URGENTE
BCS-00189516,2026-04-10 21:27:58.253363+00:00,Luz Queimada Poste,4,Sim,Sim,Sim,URGENTE
BCS-00189527,2026-04-10 21:47:29.300827+00:00,Luz Queimada Poste,4,Não,Sim,Não,MEDIA
BCS-00189528,2026-04-10 21:48:19.705291+00:00,Luz Queimada Poste,4,Sim,Sim,Não,ALTA
BCS-00189536,2026-04-10 22:00:38.012105+00:00,Remoção de Árvore ou Tocos,4,Não,Não,Sim,MEDIA
BCS-00189538,2026-04-10 22:30:45.516476+00:00,Luz Queimada Poste,4,Não,Não,Sim,ALTA
BCS-00189539,2026-04-10 22:30:53.038039+00:00,Luz Queimada Poste,4,Não,Não,Não,BAIXA
BCS-00189540,2026-04-10 22:35:35.350531+00:00,Luz Queimada Poste,4,Sim,Não,Não,ALTA
BCS-00188504,2026-04-09 09:48:39.132000+00:00,Poste caido,5,Não,Sim,Não,MEDIA
BCS-00188467,2026-04-09 09:18:32.669000+00:00,Poste caido,5,Sim,Não,Não,ALTA
BCS-00187594,2026-04-07 14:13:37.921486+00:00,Poste caido,7,Não,Sim,Sim,URGENTE
BCS-00188539,2026-04-09 10:32:10.254000+00:00,Solicitação de Plantio,5,Não,Não,Não,BAIXA
BCS-00182137,2026-03-26 17:45:24.635851+00:00,Equipamento Quebrado no Parque/Praça,19,Não,Não,Não,MEDIA
BCS-00188376,2026-04-08 21:20:39.354000+00:00,Outros Problemas com Postes,6,Sim,Sim,Não,URGENTE
BCS-00184501,2026-04-01 07:22:47.203027+00:00,Equipamento Quebrado no Parque/Praça,13,Sim,Não,Não,ALTA
BCS-00120107,2025-11-20 17:19:57.604000+00:00,Outros Problemas com Postes,145,Sim,Sim,Sim,URGENTE
BCS-00187853,2026-04-08 08:54:12.914000+00:00,Manutenção da Área Verde,6,Não,Não,Não,BAIXA
BCS-00182789,2026-03-28 14:09:45.345000+00:00,Luz Queimada Poste,17,Sim,Não,Sim,URGENTE
BCS-00188383,2026-04-08 21:36:37.246974+00:00,Árvore ou Galhos Caídos,6,Não,Não,Não,MEDIA
BCS-00126181,2025-12-07 17:03:08.639677+00:00,Luz Queimada Poste,128,Não,Não,Sim,URGENTE
BCS-00126179,2025-12-07 17:01:42.195604+00:00,Luz Queimada Poste,128,Não,Sim,Não,URGENTE
BCS-00188403,2026-04-09 07:01:21.995000+00:00,Problema com Animal Doméstico,5,Não,Sim,Sim,ALTA
BCS-00129070,2025-12-15 12:02:28.640000+00:00,Luz Queimada Poste,120,Sim,Não,Sim,URGENTE
BCS-00183787,2026-03-30 18:17:52.949449+00:00,Equipamento Quebrado no Parque/Praça,15,Não,Não,Não,BAIXA
BCS-00169142,2026-02-27 22:48:12.583132+00:00,Luz Queimada Poste,46,Não,Sim,Não,ALTA
BCS-00187845,2026-04-08 08:38:39.165000+00:00,Manutenção da Área Verde,6,Sim,Não,Não,ALTA
BCS-00177744,2026-03-17 21:26:07.270000+00:00,Luz Queimada Poste,28,Sim,Não,Sim,URGENTE
BCS-00178222,2026-03-18 15:07:38.493156+00:00,Luz Queimada Poste,27,Não,Não,Não,ALTA
BCS-00173221,2026-03-09 16:08:36.269000+00:00,Poste caido,36,Não,Sim,Não,ALTA
BCS-00188145,2026-04-08 13:46:46.823584+00:00,Lixo e Detritos,6,Não,Não,Sim,BAIXA
BCS-00182994,2026-03-29 14:38:48.420677+00:00,Remoção de Árvore ou Tocos,16,Sim,Não,Não,URGENTE
BCS-00189497,2026-04-10 20:45:20.291971+00:00,Luz Queimada Poste,4,Sim,Sim,Não,ALTA
BCS-00189515,2026-04-10 21:21:34.113965+00:00,Luz Queimada Poste,4,Não,Sim,Sim,ALTA
BCS-00189507,2026-04-10 21:00:58.892502+00:00,Luz Queimada Poste,4,Não,Não,Sim,MEDIA
BCS-00189552,2026-04-11 02:36:54.630795+00:00,Luz Queimada Poste,4,Não,Sim,Não,MEDIA
BCS-00189494,2026-04-10 20:34:31.421407+00:00,Luz Queimada Poste,4,Não,Não,Não,MEDIA
BCS-00189279,2026-04-10 14:41:19.397000+00:00,Poste caido,4,Não,Não,Não,MEDIA
BCS-00189556,2026-04-11 07:29:56.934053+00:00,Luz Queimada Poste,3,Sim,Sim,Sim,URGENTE
BCS-00189567,2026-04-11 08:36:01.382000+00:00,Solicitação de Plantio,3,Não,Não,Não,BAIXA
BCS-00188335,2026-04-08 18:12:15.170730+00:00,Problema com Animal Doméstico,6,Sim,Sim,Não,URGENTE
BCS-00188327,2026-04-08 17:51:10.243000+00:00,Problema com Animal Doméstico,6,Não,Sim,Sim,ALTA
BCS-00122151,2025-11-26 07:37:45.579417+00:00,Luz Queimada Poste,139,Não,Sim,Sim,URGENTE
BCS-00112358,2025-11-04 21:58:56.025704+00:00,Luz Queimada Poste,161,Sim,Não,Não,URGENTE
BCS-00129631,2025-12-16 15:27:06.380415+00:00,Luz Queimada Poste,119,Não,Sim,Sim,URGENTE
BCS-00133334,2025-12-27 14:39:41.476692+00:00,Luz Queimada Poste,108,Sim,Não,Não,URGENTE
BCS-00123181,2025-11-29 10:20:56.630853+00:00,Luz Queimada Poste,136,Sim,Não,Sim,URGENTE
BCS-00179725,2026-03-21 14:42:05.805645+00:00,Solicitação de Poda,24,Sim,Não,Sim,URGENTE
BCS-00179225,2026-03-20 10:53:59.632000+00:00,Solicitação de Poda,25,Não,Não,Não,ALTA
BCS-00187969,2026-04-08 10:42:44.872156+00:00,Luz Queimada Poste,6,Sim,Sim,Sim,URGENTE
BCS-00187851,2026-04-08 08:54:46.866652+00:00,Problema com Animal Selvagem,6,Não,Não,Não,BAIXA
BCS-00188182,2026-04-08 14:22:45.142000+00:00,Manutenção da Área Verde,6,Não,Sim,Não,BAIXA
BCS-00188398,2026-04-09 01:00:35.907000+00:00,Luz Queimada Poste,6,Não,Sim,Não,BAIXA
BCS-00188359,2026-04-08 19:30:51.059250+00:00,Problema com Animal Selvagem,6,Não,Sim,Sim,ALTA
BCS-00188358,2026-04-08 19:13:14.749000+00:00,Problema com Animal Doméstico,6,Sim,Não,Não,ALTA
BCS-00188349,2026-04-08 18:34:24.889000+00:00,Problema com Animal Doméstico,6,Sim,Não,Não,ALTA
BCS-00188318,2026-04-08 17:33:49.462842+00:00,Problema com Animal Doméstico,6,Não,Sim,Não,ALTA
BCS-00182127,2026-03-26 17:09:33.864822+00:00,Problema com Animal Doméstico,19,Não,Sim,Sim,URGENTE
BCS-00188108,2026-04-08 13:10:55.307424+00:00,Problema com Animal Selvagem,6,Não,Sim,Não,MEDIA
BCS-00188137,2026-04-08 13:36:41.438000+00:00,Árvore ou Galhos Caídos,6,Não,Sim,Não,ALTA
BCS-00188442,2026-04-09 08:47:46.452000+00:00,Outros Problemas com Postes,5,Sim,Sim,Não,URGENTE
BCS-00189691,2026-04-11 14:17:29.342724+00:00,Luz Queimada Poste,3,Não,Não,Sim,ALTA
BCS-00189732,2026-04-11 16:32:42.060432+00:00,Equipamento Quebrado no Parque/Praça,3,Não,Não,Não,BAIXA
BCS-00184381,2026-03-31 16:44:18.226000+00:00,Problema com Animal Doméstico,14,Não,Sim,Não,ALTA
BCS-00188916,2026-04-09 18:40:11.240000+00:00,Animal Perdido,5,Não,Não,Não,BAIXA
BCS-00189754,2026-04-11 17:45:26.449000+00:00,Outros Problemas com Postes,3,Sim,Não,Sim,URGENTE
BCS-00189784,2026-04-11 21:58:35.234002+00:00,Luz Queimada Poste,3,Não,Não,Não,BAIXA
BCS-00189787,2026-04-12 01:36:13.549000+00:00,Poste caido,3,Sim,Sim,Sim,URGENTE
BCS-00189788,2026-04-12 03:58:35.711644+00:00,Luz Queimada Poste,2,Não,Não,Sim,MEDIA
BCS-00189794,2026-04-12 07:55:13.226000+00:00,Solicitação de Plantio,2,Não,Não,Não,BAIXA
BCS-00128140,2025-12-11 22:34:49.742000+00:00,Luz Queimada Poste,124,Não,Sim,Sim,URGENTE
BCS-00189797,2026-04-12 08:41:24.110000+00:00,Manutenção da Área Verde,2,Sim,Sim,Não,ALTA
BCS-00117443,2025-11-14 14:21:21.556000+00:00,Luz Queimada Poste,151,Sim,Não,Não,URGENTE
BCS-00184473,2026-03-31 22:42:01.826766+00:00,Luz Queimada Poste,14,Não,Não,Sim,ALTA
BCS-00110390,2025-11-01 02:08:55.835485+00:00,Luz Queimada Poste,165,Sim,Sim,Não,URGENTE
BCS-00189800,2026-04-12 08:49:55.318000+00:00,Lixo e Detritos,2,Sim,Não,Sim,ALTA
BCS-00189802,2026-04-12 08:52:53.767000+00:00,Lixo e Detritos,2,Não,Sim,Sim,ALTA
BCS-00189799,2026-04-12 08:47:15.632000+00:00,Lixo e Detritos,2,Não,Sim,Não,MEDIA
BCS-00189766,2026-04-11 18:48:43.650000+00:00,Manutenção da Área Verde,3,Não,Não,Não,BAIXA
BCS-00189798,2026-04-12 08:44:07.814000+00:00,Lixo e Detritos,2,Não,Sim,Não,MEDIA
BCS-00133508,2025-12-28 16:55:56.599173+00:00,Luz Queimada Poste,107,Não,Não,Sim,URGENTE
BCS-00189835,2026-04-12 11:50:43.429460+00:00,Equipamento Quebrado no Parque/Praça,2,Não,Sim,Não,BAIXA
BCS-00118005,2025-11-16 17:54:00.448499+00:00,Luz Queimada Poste,149,Não,Não,Sim,URGENTE
BCS-00187247,2026-04-06 18:15:32.203000+00:00,Problema com Animal Doméstico,8,Não,Sim,Não,URGENTE
BCS-00187858,2026-04-08 08:59:48.497000+00:00,Lixo e Detritos,6,Sim,Sim,Não,MEDIA
BCS-00189760,2026-04-11 18:04:16.608068+00:00,Solicitação de Poda,3,Sim,Não,Sim,URGENTE
BCS-00189694,2026-04-11 14:32:59.817865+00:00,Poste caido,3,Sim,Não,Não,ALTA
BCS-00189701,2026-04-11 15:08:29.989257+00:00,Poste caido,3,Não,Sim,Não,MEDIA
BCS-00189709,2026-04-11 15:33:09.241110+00:00,Poste caido,3,Sim,Sim,Não,ALTA
BCS-00189720,2026-04-11 15:51:47.455000+00:00,Poste caido,3,Não,Sim,Não,BAIXA
BCS-00189776,2026-04-11 19:55:59.135672+00:00,Luz Queimada Poste,3,Não,Não,Não,MEDIA
BCS-00189778,2026-04-11 20:29:49.062755+00:00,Luz Queimada Poste,3,Sim,Não,Sim,URGENTE
BCS-00189858,2026-04-12 12:58:20.231511+00:00,Equipamento Quebrado no Parque/Praça,2,Não,Sim,Não,MEDIA
BCS-00189859,2026-04-12 13:00:26.927000+00:00,Equipamento Quebrado no Parque/Praça,2,Sim,Sim,Não,MEDIA
BCS-00189847,2026-04-12 12:09:41.353000+00:00,Animal Morto no Parque/Praça,2,Sim,Sim,Não,ALTA
BCS-00183256,2026-03-30 10:29:43.981000+00:00,Manutenção da Área Verde,15,Não,Não,Não,BAIXA
BCS-00183502,2026-03-30 13:52:28.161612+00:00,Manutenção da Área Verde,15,Sim,Não,Não,ALTA
BCS-00183547,2026-03-30 14:30:42.136000+00:00,Manutenção da Área Verde,15,Sim,Não,Não,ALTA
BCS-00189188,2026-04-10 12:42:19.506000+00:00,Grafite em lugares públicos,4,Não,Não,Não,BAIXA
BCS-00189221,2026-04-10 13:27:58.705188+00:00,Árvore ou Galhos Caídos,4,Sim,Sim,Sim,URGENTE
BCS-00188802,2026-04-09 15:28:45.016000+00:00,Solicitação de Poda,5,Sim,Sim,Não,ALTA
BCS-00188511,2026-04-09 10:01:17.777375+00:00,Luz Queimada Poste,5,Não,Não,Sim,ALTA
BCS-00187634,2026-04-07 14:53:49.903777+00:00,Equipamento Quebrado no Parque/Praça,7,Sim,Sim,Não,URGENTE
BCS-00187254,2026-04-06 18:43:02.876444+00:00,Equipamento Quebrado no Parque/Praça,8,Sim,Não,Não,MEDIA
BCS-00184167,2026-03-31 13:16:01.868000+00:00,Solicitação de Plantio,14,Não,Não,Não,BAIXA
BCS-00189135,2026-04-10 11:52:15.785000+00:00,Lixo e Detritos,4,Sim,Sim,Sim,MEDIA
BCS-00189631,2026-04-11 11:43:44.588787+00:00,Árvore ou Galhos Caídos,3,Sim,Sim,Sim,URGENTE
BCS-00189816,2026-04-12 10:14:32.179666+00:00,Remoção de Árvore ou Tocos,2,Sim,Não,Sim,URGENTE
BCS-00189860,2026-04-12 13:02:05.248000+00:00,Solicitação de Plantio,2,Não,Não,Não,BAIXA
BCS-00189572,2026-04-11 08:44:46.157000+00:00,Solicitação de Plantio,3,Não,Não,Não,MEDIA
BCS-00189463,2026-04-10 18:51:43.215159+00:00,Remoção de Árvore ou Tocos,4,Não,Sim,Não,MEDIA
BCS-00189868,2026-04-12 13:34:45.178966+00:00,Solicitação de Poda,2,Sim,Sim,Não,MEDIA
BCS-00187339,2026-04-07 08:56:47.292492+00:00,Problema com Animal Doméstico,7,Não,Não,Sim,BAIXA
BCS-00187032,2026-04-06 14:31:33.028716+00:00,Problema com Animal Doméstico,8,Não,Sim,Não,MEDIA
BCS-00188382,2026-04-08 21:34:49.755045+00:00,Manutenção da Área Verde,6,Sim,Sim,Não,ALTA
BCS-00188380,2026-04-08 21:32:06.734341+00:00,Manutenção da Área Verde,6,Sim,Sim,Não,ALTA
BCS-00188378,2026-04-08 21:29:16.502582+00:00,Manutenção da Área Verde,6,Sim,Não,Não,ALTA
BCS-00179864,2026-03-22 10:22:46.049000+00:00,Solicitação de Plantio,23,Não,Não,Não,MEDIA
BCS-00189066,2026-04-10 10:16:26.589000+00:00,Problema com Animal Selvagem,4,Não,Não,Sim,BAIXA
BCS-00188185,2026-04-08 14:26:07.063000+00:00,Árvore ou Galhos Caídos,6,Sim,Não,Sim,URGENTE
BCS-00188994,2026-04-10 08:52:49.694000+00:00,Manutenção da Área Verde,4,Não,Não,Não,BAIXA
BCS-00188390,2026-04-08 22:04:37.264000+00:00,Solicitação de Plantio,6,Não,Não,Não,BAIXA
BCS-00188101,2026-04-08 13:04:43.401725+00:00,Solicitação de Poda,6,Não,Sim,Não,MEDIA
BCS-00188943,2026-04-09 23:31:17.958000+00:00,Luz Queimada Poste,5,Sim,Não,Sim,ALTA
BCS-00110213,2025-10-31 15:37:42.228000+00:00,Luz Queimada Poste,165,Sim,Sim,Sim,URGENTE
BCS-00188564,2026-04-09 11:08:51.357973+00:00,Problema com Animal Doméstico,5,Não,Não,Sim,BAIXA
BCS-00188939,2026-04-09 21:17:51.651008+00:00,Árvore ou Galhos Caídos,5,Não,Sim,Sim,URGENTE
BCS-00188918,2026-04-09 18:54:46.772126+00:00,Manutenção da Área Verde,5,Não,Não,Não,BAIXA
BCS-00188866,2026-04-09 16:48:02.028000+00:00,Manutenção da Área Verde,5,Sim,Não,Não,ALTA
BCS-00188972,2026-04-10 07:54:20.191000+00:00,Problema com Animal Doméstico,4,Sim,Sim,Sim,URGENTE
BCS-00188893,2026-04-09 17:39:27.667000+00:00,Árvore ou Galhos Caídos,5,Sim,Não,Não,ALTA
BCS-00187989,2026-04-08 11:07:46.037183+00:00,Manutenção da Área Verde,6,Não,Sim,Não,MEDIA
BCS-00188865,2026-04-09 16:48:40.163000+00:00,Árvore ou Galhos Caídos,5,Não,Não,Sim,URGENTE
BCS-00186194,2026-04-03 19:25:21.831802+00:00,Luz Queimada Poste,11,Não,Não,Sim,URGENTE
BCS-00188953,2026-04-10 06:19:06.864000+00:00,Problema com Animal Doméstico,4,Não,Não,Sim,BAIXA
BCS-00172576,2026-03-08 07:51:39.733312+00:00,Solicitação de Plantio,37,Não,Não,Não,ALTA
BCS-00120028,2025-11-20 15:44:01.536902+00:00,Luz Queimada Poste,145,Não,Não,Sim,URGENTE
BCS-00188879,2026-04-09 17:13:44.157154+00:00,Problema com Animal Doméstico,5,Não,Sim,Não,ALTA
BCS-00188919,2026-04-09 18:58:52.127000+00:00,Problema com Animal Doméstico,5,Sim,Não,Não,MEDIA
BCS-00188970,2026-04-10 07:49:34.507818+00:00,Árvore ou Galhos Caídos,4,Não,Não,Não,MEDIA
BCS-00188036,2026-04-08 11:52:10.104000+00:00,Lixo e Detritos,6,Não,Não,Sim,MEDIA
BCS-00181825,2026-03-26 11:13:21.345970+00:00,Equipamento Quebrado no Parque/Praça,19,Sim,Não,Não,URGENTE
BCS-00188971,2026-04-10 07:49:53.182000+00:00,Problema com Animal Doméstico,4,Sim,Não,Não,MEDIA
BCS-00188605,2026-04-09 11:51:00.447162+00:00,Manutenção da Área Verde,5,Não,Sim,Não,MEDIA
BCS-00186230,2026-04-03 21:18:25.326365+00:00,Luz Queimada Poste,11,Não,Não,Não,MEDIA
BCS-00186222,2026-04-03 21:01:30.309000+00:00,Luz Queimada Poste,11,Sim,Sim,Sim,URGENTE
BCS-00188875,2026-04-09 16:59:49.255000+00:00,Problema com Animal Selvagem,5,Sim,Não,Sim,ALTA
BCS-00188409,2026-04-09 07:42:29.701000+00:00,Problema com Animal Doméstico,5,Não,Sim,Sim,ALTA
BCS-00188364,2026-04-08 20:03:20.463000+00:00,Problema com Animal Doméstico,6,Não,Não,Não,BAIXA
BCS-00173980,2026-03-10 17:51:33.340000+00:00,Solicitação de Plantio,35,Não,Não,Não,MEDIA
BCS-00189906,2026-04-12 15:28:29.008000+00:00,Luz Queimada Poste,2,Não,Não,Não,MEDIA
BCS-00189009,2026-04-10 09:14:43.372000+00:00,Animal Perdido,4,Não,Não,Não,BAIXA
BCS-00187767,2026-04-07 19:22:34.036648+00:00,Problema com Animal Doméstico,7,Não,Sim,Sim,URGENTE
BCS-00189462,2026-04-10 18:50:35.387469+00:00,Problema com Animal Doméstico,4,Não,Não,Não,MEDIA
